Compound,CAS,MW,MW_Reference,Expocast,ExpoCast_Reference,Fub,Fub_Reference,Clint,Clint_Reference,pKa_Acceptor,pKa_Acceptor_Reference,pKa_Donor,pKa_Donor_Reference,logKow,logKow_Reference,CNS,CNS_Reference,Neutral_Form,Neutral_Form_Reference,Plasma_Conc_0,Plasma_Conc_10,Plasma_Conc_50,Plasma_Conc_90,logKlipw,logDlipw,IC10_Baseline,AC10,AC10_Top,AC10_HillSlope,AC50,Endpoint_effect,IC10,IC10_Top,IC10_HillSlope,IC50,Endpoint_cytotox,SR,TR
"Glycine, N,N'-1,2-ethanediylbis-",5657-17-0,176.172,U.S. EPA CompTox Dashboard,2.24E-06,U.S. EPA CompTox Dashboard,0.99,OPERA (0.72),1.21,OPERA (0.61),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.86,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.58E-07,9.73E-07,2.86E-06,-0.7486,-1.7486,7.308903427,7.308903427,100,1,8.263145937,Baseline,7.308903427,100,1,8.263145937,Baseline,1,1
Glycine chloramine,35065-59-9,109.51,U.S. EPA CompTox Dashboard,4.17E-07,U.S. EPA CompTox Dashboard,0.78,OPERA (0.51),0,OPERA (0.64),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.3,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,9.19E-07,1.59E-06,2.54E-06,0.423,-0.577,5.49501847,5.49501847,100,1,6.44926098,Baseline,5.49501847,100,1,6.44926098,Baseline,1,1
Glyphosate,1071-83-6,169.073,U.S. EPA CompTox Dashboard,9.27E-07,U.S. EPA CompTox Dashboard,0.99,OPERA (0.74),0,OPERA (0.63),-1.25,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.36,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.30E-06,2.26E-06,3.53E-06,-2.2636,-3.2636,10.53628837,10.53628837,100,1,11.49053088,Baseline,10.53628837,100,1,11.49053088,Baseline,1,1
"Benzoic acid, 2-(carboxymethoxy)-5-chloro-",334758-22-4,230.6,U.S. EPA CompTox Dashboard,2.67E-07,U.S. EPA CompTox Dashboard,0.36,OPERA (0.34),1.86,OPERA (0.6),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.8,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,9.00E-09,4.50E-08,1.938,0.938,3.783065863,3.783065863,100,1,4.737308373,Baseline,3.783065863,100,1,4.737308373,Baseline,1,1
"Acetic acid, (2,3,4-trichlorophenoxy)-",25141-27-9,255.48,U.S. EPA CompTox Dashboard,1.83E-07,U.S. EPA CompTox Dashboard,0.04,OPERA (0.74),0,OPERA (0.76),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,3.16,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.30E-07,2.13E-07,3.27E-07,3.3116,2.3116,2.680264817,2.680264817,100,1,3.634507326,Baseline,2.680264817,100,1,3.634507326,Baseline,1,1
"2,4,5-Trichlorophenoxyacetic acid",93-76-5,255.48,U.S. EPA CompTox Dashboard,8.95E-08,Wambaugh 2014,0.01564,Wambaugh 2019,0.998,Wambaugh 2019,None,Sipes 2017,2.56,Wambaugh 2019,3.21,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,6.20E-08,1.01E-07,1.55E-07,3.3621,2.3621,2.646141565,0.91737401,100,2.068753639,1.37863846,TOX21_MMP_fitc,2.646141565,100,1,3.600384074,Baseline,53.55099631,1
Triclopyr,55335-06-3,256.46,U.S. EPA CompTox Dashboard,9.05E-08,Wambaugh 2014,0.022,Wetmore 2012,0,Wetmore 2012,-2.17,Sipes 2017,2.28,Strope 2018,2.68,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,6.20E-08,1.01E-07,1.55E-07,2.8268,1.8268,3.029395733,3.029395733,100,1,3.983638242,Baseline,3.029395733,100,1,3.983638242,Baseline,1,1
"2,4-Dichlorophenoxyacetic acid",94-75-7,221.03,U.S. EPA CompTox Dashboard,3.63E-07,Wambaugh 2014,0.04,Wetmore 2012,0,Wetmore 2012,None,Sipes 2017,2.81,Pearce 2017,2.58,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,6.09E-07,1.20E-06,2.40E-06,2.7258,1.7258,3.107296341,3.107296341,100,1,4.06153885,Baseline,3.107296341,100,1,4.06153885,Baseline,1,1
(5-Chloroquinolin-8-yloxy)acetic acid,88349-88-6,237.64,U.S. EPA CompTox Dashboard,1.77E-07,U.S. EPA CompTox Dashboard,0.28,OPERA (0.3),0,OPERA (0.8),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,2.01,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.57E-07,2.62E-07,4.09E-07,2.1501,1.1501,3.588598797,3.588598797,100,1,4.542841306,Baseline,3.588598797,100,1,4.542841306,Baseline,1,1
4-Chlorophenoxyacetic acid,122-88-3,186.59,U.S. EPA CompTox Dashboard,1.14E-08,Wambaugh 2014,0.17,OPERA (0.49),0,OPERA (0.78),None,Sipes 2017,3.14,Sipes 2017,2.03,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.20E-08,2.00E-08,3.10E-08,2.1703,1.1703,3.57058077,-1.050329193,16.94101958,7.130578944,-0.916505205,ACEA_AR_antagonist_AUC_viability,-1.050329193,16.94101958,7.130578944,-0.916505205,ACEA_AR_antagonist_AUC_viability,1,41774.37524
"Acetic acid, (4-hydroxyphenoxy)-",1878-84-8,168.148,U.S. EPA CompTox Dashboard,2.92E-07,U.S. EPA CompTox Dashboard,0.19,OPERA (0.66),1.7,OPERA (0.6),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.52,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,6.00E-09,3.60E-08,0.6452,-0.3548,5.204071441,5.204071441,100,1,6.158313951,Baseline,5.204071441,100,1,6.158313951,Baseline,1,1
Phenoxyacetic acid,122-59-8,152.149,U.S. EPA CompTox Dashboard,1.19E-07,Wambaugh 2014,0.12,OPERA (0.76),3.68,OPERA (0.5),None,Sipes 2017,3.4,Sipes 2017,1.37,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,0,3.00E-09,1.5037,0.5037,4.212964298,4.212964298,100,1,5.167206808,Baseline,4.212964298,100,1,5.167206808,Baseline,1,1
2-(pyridin-2-yloxy)acetic acid,58530-50-0,153.137,U.S. EPA CompTox Dashboard,1.85E-07,U.S. EPA CompTox Dashboard,0.54,OPERA (0.38),1.65,OPERA (0.62),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.53,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.00E-09,3.50E-08,1.56E-07,0.6553,-0.3447,5.191205636,5.191205636,100,1,6.145448146,Baseline,5.191205636,100,1,6.145448146,Baseline,1,1
Diglycolic acid,110-99-6,134.087,U.S. EPA CompTox Dashboard,2.11E-08,Wambaugh 2014,0.61,OPERA (0.35),0,OPERA (0.48),None,Sipes 2017,  4.33;  3.19,Sipes 2017,-2.09,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.50E-08,6.00E-08,9.50E-08,-1.9909,-2.9909,9.86709556,9.86709556,100,1,10.82133807,Baseline,9.86709556,100,1,10.82133807,Baseline,1,1
Phosphoglycolate,13147-57-4,156.03,U.S. EPA CompTox Dashboard,2.60E-07,U.S. EPA CompTox Dashboard,0.91,OPERA (0.62),0,OPERA (0.57),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.97,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.92E-07,6.75E-07,1.06E-06,-1.8697,-2.8697,9.583223589,9.583223589,100,1,10.5374661,Baseline,9.583223589,100,1,10.5374661,Baseline,1,1
Phosphonoacetic acid,4408-78-0,140.031,U.S. EPA CompTox Dashboard,9.03E-08,Wambaugh 2014,0.88,OPERA (0.62),0,OPERA (0.6),None,Sipes 2017,  7.54;  3.17;  1.79,Sipes 2017,-1.98,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.51E-07,2.60E-07,4.08E-07,-1.8798,-2.8798,9.606570695,9.606570695,100,1,10.5608132,Baseline,9.606570695,100,1,10.5608132,Baseline,1,1
Thioglycolic acid,11/1/1968,92.11,U.S. EPA CompTox Dashboard,4.36E-08,Wambaugh 2014,0.82,OPERA (0.58),2.88,OPERA (0.51),None,Sipes 2017,  9.97;  3.29,Sipes 2017,0.23,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,1.40E-08,5.50E-08,0.3523,-0.6477,5.590838155,5.590838155,100,1,6.545080664,Baseline,5.590838155,100,1,6.545080664,Baseline,1,1
"Acetic acid, sulfo-",123-43-3,140.11,U.S. EPA CompTox Dashboard,2.10E-07,U.S. EPA CompTox Dashboard,0.59,OPERA (0.35),5.04,OPERA (0.42),-0.97,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-2.25,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.00E-09,1.60E-08,7.80E-08,-2.1525,-3.1525,10.25844557,10.25844557,100,1,11.21268808,Baseline,10.25844557,100,1,11.21268808,Baseline,1,1
S-benzoylmercaptoacetic acid,6398-74-9,196.22,U.S. EPA CompTox Dashboard,2.70E-07,U.S. EPA CompTox Dashboard,0.13,OPERA (0.59),0,OPERA (0.74),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.71,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.61E-07,4.31E-07,6.67E-07,1.8471,0.8471,3.869435289,3.869435289,100,1,4.823677798,Baseline,3.869435289,100,1,4.823677798,Baseline,1,1
(Phenylthio)acetic acid,103-04-8,168.21,U.S. EPA CompTox Dashboard,7.31E-07,U.S. EPA CompTox Dashboard,0.17,OPERA (0.69),6.1,OPERA (0.52),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.82,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,2.00E-09,1.50E-08,1.9582,0.9582,3.76412298,3.76412298,100,1,4.718365489,Baseline,3.76412298,100,1,4.718365489,Baseline,1,1
(Pyrimidin-2-ylthio)acetic acid,88768-45-0,170.19,U.S. EPA CompTox Dashboard,1.54E-07,U.S. EPA CompTox Dashboard,0.57,OPERA (0.42),0,OPERA (0.53),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.12,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.08E-07,3.54E-07,5.71E-07,0.2412,-0.7588,5.744679632,5.744679632,100,1,6.698922142,Baseline,5.744679632,100,1,6.698922142,Baseline,1,1
2-(Carboxymethylthio)benzothiazole,6295-57-4,225.28,U.S. EPA CompTox Dashboard,1.58E-05,U.S. EPA CompTox Dashboard,0.27,OPERA (0.3),20.35,OPERA (0.56),-0.4,ACD/Labs GALAS,#NV,ACD/Labs GALAS,2.74,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,3.00E-09,1.80E-08,2.8874,1.8874,2.983538901,2.983538901,100,1,3.937781411,Baseline,2.983538901,100,1,3.937781411,Baseline,1,1
Thiodiglycolic acid,123-93-3,150.15,U.S. EPA CompTox Dashboard,2.10E-07,U.S. EPA CompTox Dashboard,0.46,OPERA (0.46),0,OPERA (0.66),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.23,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.09E-07,5.21E-07,8.29E-07,-0.1123,-1.1123,6.26189514,6.26189514,100,1,7.21613765,Baseline,6.26189514,100,1,7.21613765,Baseline,1,1
pyrrolidone carboxylic acid,115621-24-4,129.115,U.S. EPA CompTox Dashboard,7.38E-07,U.S. EPA CompTox Dashboard,0.91,OPERA (0.66),0,OPERA (0.4),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.62,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.2,ACD/Labs GALAS,0,1.38E-06,2.38E-06,3.75E-06,-0.5062,-1.059041969,6.18118454,6.18118454,100,1,7.13542705,Baseline,6.18118454,100,1,7.13542705,Baseline,1,1
2-Benzimidazolecarbamic acid,18538-45-9,177.163,U.S. EPA CompTox Dashboard,3.31E-07,U.S. EPA CompTox Dashboard,0.42,OPERA (0.5),8.05,OPERA (0.51),#NV,ACD/Labs GALAS,1.5,ACD/Labs GALAS,0.88,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.2,ACD/Labs GALAS,0,1.00E-09,7.00E-09,4.20E-08,1.0088,0.455958031,4.262966791,4.262966791,100,1,5.217209301,Baseline,4.262966791,100,1,5.217209301,Baseline,1,1
Nitrosocarbamic acid,52553-17-0,90.038,U.S. EPA CompTox Dashboard,3.26E-07,U.S. EPA CompTox Dashboard,0.73,OPERA (0.4),0,OPERA (0.65),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.72,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0.2,ACD/Labs GALAS,0,8.44E-07,1.45E-06,2.30E-06,-0.6072,-1.160041969,6.335113695,6.335113695,100,1,7.289356204,Baseline,6.335113695,100,1,7.289356204,Baseline,1,1
Peroxydicarbonic acid,27641-41-4,122.032,U.S. EPA CompTox Dashboard,4.18E-07,U.S. EPA CompTox Dashboard,0.63,OPERA (0.38),0,OPERA (0.44),#NV,ACD/Labs GALAS,2.4,ACD/Labs GALAS,-0.34,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,7.89E-07,1.35E-06,2.14E-06,-0.2234,-1.2234,6.433564158,6.433564158,100,1,7.387806667,Baseline,6.433564158,100,1,7.387806667,Baseline,1,1
Foscarnet,4428-95-9,126.004,U.S. EPA CompTox Dashboard,1.56E-07,U.S. EPA CompTox Dashboard,0.85,Lombardo 2018,0.85,OPERA (0.43),#NV,ACD/Labs GALAS,"-0.10,3.50,6.26",Strope 2018,-2.53,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,4.00E-09,1.60E-08,-2.4353,-3.4353,10.98027025,10.98027025,100,1,11.93451276,Baseline,10.98027025,100,1,11.93451276,Baseline,1,1
Hydroxy(oxo)methanesulfonic acid,478796-10-0,126.08,U.S. EPA CompTox Dashboard,2.33E-07,U.S. EPA CompTox Dashboard,0.93,OPERA (0.66),1.4,OPERA (0.36),#NV,ACD/Labs GALAS,3.2,ACD/Labs GALAS,-2.04,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.50E-08,1.20E-07,3.62E-07,-1.9404,-2.9404,9.747828042,9.747828042,100,1,10.70207055,Baseline,9.747828042,100,1,10.70207055,Baseline,1,1
alpha-Hydroxybenzeneacetonitrile,532-28-5,133.15,U.S. EPA CompTox Dashboard,9.11E-08,Wambaugh 2014,0.34,OPERA (0.59),32.88,OPERA (0.56),None,Sipes 2017,None,Sipes 2017,0.83,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,3.00E-09,0.9583,0.9583,3.764029427,3.764029427,100,1,4.718271937,Baseline,3.764029427,100,1,4.718271937,Baseline,1,1
Nonafluoro-tert-butanol,2/1/2378,236.037,U.S. EPA CompTox Dashboard,1.38E-06,U.S. EPA CompTox Dashboard,0.61,OPERA (0.51),0.46,OPERA (0.51),#NV,ACD/Labs GALAS,-0.1,ACD/Labs GALAS,2.62,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.01,ACD/Labs GALAS,0,7.00E-09,3.50E-08,1.67E-07,2.7662,1.803626498,3.047105508,3.047105508,100,1,4.001348017,Baseline,3.047105508,100,1,4.001348017,Baseline,1,1
2H-Perfluoro-2-propanol,920-66-1,168.038,U.S. EPA CompTox Dashboard,1.27E-06,U.S. EPA CompTox Dashboard,0.64,OPERA (0.52),0.45,OPERA (0.52),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.91,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.96,ACD/Labs GALAS,0,5.70E-08,3.79E-07,1.51E-06,2.0491,2.033177034,2.875876988,2.875876988,100,1,3.830119498,Baseline,2.875876988,100,1,3.830119498,Baseline,1,1
Perfluoropinacol,918-21-8,334.061,U.S. EPA CompTox Dashboard,7.49E-07,U.S. EPA CompTox Dashboard,0.01,OPERA (0.72),0,OPERA (0.32),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,5.14,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0,ACD/Labs GALAS,0,4.09E-07,6.70E-07,1.03E-06,5.3114,4.3114,1.596660098,1.596660098,100,1,2.550902607,Baseline,1.596660098,100,1,2.550902607,Baseline,1,1
"Propanedioic acid, hydroxy-",80-69-3,120.06,U.S. EPA CompTox Dashboard,4.28E-07,U.S. EPA CompTox Dashboard,0.82,OPERA (0.38),6.43,OPERA (0.47),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.54,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,5.00E-09,4.90E-08,2.01E-07,-0.4254,-1.4254,6.757458434,6.757458434,100,1,7.711700943,Baseline,6.757458434,100,1,7.711700943,Baseline,1,1
"3,5-Difluoromandelic acid",132741-31-2,188.13,U.S. EPA CompTox Dashboard,4.04E-07,U.S. EPA CompTox Dashboard,0.48,OPERA (0.46),0,OPERA (0.45),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.06,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,4.95E-07,8.42E-07,1.36E-06,1.1906,0.1906,4.55139491,4.55139491,100,1,5.505637419,Baseline,4.55139491,100,1,5.505637419,Baseline,1,1
Mandelic acid,90-64-2,152.149,U.S. EPA CompTox Dashboard,1.62E-06,U.S. EPA CompTox Dashboard,0.47,OPERA (0.52),3.32,OPERA (0.5),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.73,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.50E-08,1.22E-07,6.63E-07,0.8573,-0.1427,4.940225963,4.940225963,100,1,5.894468472,Baseline,4.940225963,100,1,5.894468472,Baseline,1,1
dl-Tartaric acid,133-37-9,150.086,U.S. EPA CompTox Dashboard,1.73E-08,Wambaugh 2014,0.83,OPERA (0.62),2.67,OPERA (0.47),None,Sipes 2017,  4.88;  3.28,Sipes 2017,-1.43,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,0,2.00E-09,9.00E-09,-1.3243,-2.3243,8.401655116,8.401655116,100,1,9.355897626,Baseline,8.401655116,100,1,9.355897626,Baseline,1,1
1'-Hydroxysafrole,5208-87-7,178.187,U.S. EPA CompTox Dashboard,1.18E-06,U.S. EPA CompTox Dashboard,0.24,OPERA (0.66),28.08,OPERA (0.66),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.64,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,2.00E-09,1.10E-08,1.7764,1.7764,3.068036808,3.068036808,100,1,4.022279317,Baseline,3.068036808,100,1,4.022279317,Baseline,1,1
2-Hydroxy-3-phenylprop-2-enal,82140-91-8,148.161,U.S. EPA CompTox Dashboard,3.92E-06,U.S. EPA CompTox Dashboard,0.16,OPERA (0.68),54.02,OPERA (0.46),#NV,ACD/Labs GALAS,-3,ACD/Labs GALAS,1.85,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,1.00E-09,9.00E-09,1.9885,1.9885,2.908479936,2.908479936,100,1,3.862722445,Baseline,2.908479936,100,1,3.862722445,Baseline,1,1
Nuarimol,63284-71-9,314.74,U.S. EPA CompTox Dashboard,1.18E-07,Wambaugh 2014,0.21,OPERA (0.33),6.61,OPERA (0.54),  2.26; -3.21,Sipes 2017,None,Sipes 2017,2.5,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,0,0,1.00E-09,2.645,2.645,2.462325104,2.462325104,100,1,3.416567613,Baseline,2.462325104,100,1,3.416567613,Baseline,1,1
Malic acid,6915-15-7,134.087,U.S. EPA CompTox Dashboard,3.38E-05,Wambaugh 2014,0.54,OPERA (0.41),0,OPERA (0.45),None,Sipes 2017,  5.32;  3.52,Sipes 2017,-1.12,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,5.61E-05,9.51E-05,0.0001513,-1.0112,-2.0112,7.788979585,-0.122782889,100,1.205091226,0.669059661,NVS_TR_gDAT,7.788979585,100,1,8.743222094,Baseline,81613588.58,1
"Pentanedioic acid, 3-hydroxy-",638-18-6,148.114,U.S. EPA CompTox Dashboard,3.42E-07,U.S. EPA CompTox Dashboard,0.59,OPERA (0.37),4.05,OPERA (0.4),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-1.7,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.00E-09,3.10E-08,1.50E-07,-1.597,-2.597,8.973435302,8.973435302,100,1,9.927677811,Baseline,8.973435302,100,1,9.927677811,Baseline,1,1
4-Hydroxy-7-oxohept-5-enoic acid,922508-93-8,158.153,U.S. EPA CompTox Dashboard,1.26E-06,U.S. EPA CompTox Dashboard,0.51,OPERA (0.47),0,OPERA (0.5),#NV,ACD/Labs GALAS,4.65,ACD/Labs GALAS,-0.76,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.77E-06,3.00E-06,4.77E-06,-0.6476,-1.6476,7.132037468,7.132037468,100,1,8.086279977,Baseline,7.132037468,100,1,8.086279977,Baseline,1,1
5-Hydroxy-8-oxooct-6-enoic acid,922508-94-9,172.18,U.S. EPA CompTox Dashboard,6.89E-07,U.S. EPA CompTox Dashboard,0.77,OPERA (0.61),2.12,OPERA (0.5),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.42,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.50E-08,1.44E-07,5.41E-07,-0.3042,-1.3042,6.561272014,6.561272014,100,1,7.515514523,Baseline,6.561272014,100,1,7.515514523,Baseline,1,1
9-Hydroxy-12-oxododec-10-enoic acid,74886-18-3,228.288,U.S. EPA CompTox Dashboard,1.37E-06,U.S. EPA CompTox Dashboard,0.68,OPERA (0.51),2.01,OPERA (0.45),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.34,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.50E-08,1.64E-07,7.45E-07,1.4734,0.4734,4.244633619,4.244633619,100,1,5.198876128,Baseline,4.244633619,100,1,5.198876128,Baseline,1,1
3-Hydroxytetradecanedioic acid,73179-89-2,274.357,U.S. EPA CompTox Dashboard,4.74E-07,U.S. EPA CompTox Dashboard,0.29,OPERA (0.42),0.11,OPERA (0.47),#NV,ACD/Labs GALAS,1.7,ACD/Labs GALAS,2.07,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.70E-08,9.00E-08,3.30E-07,2.2107,1.2107,3.534801384,3.534801384,100,1,4.489043893,Baseline,3.534801384,100,1,4.489043893,Baseline,1,1
"1,3-Dichloro-2-propanol",96-23-1,128.98,U.S. EPA CompTox Dashboard,2.58E-08,Wambaugh 2014,0.71,OPERA (0.63),1.37,OPERA (0.56),None,Sipes 2017,None,Sipes 2017,0.66,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,1.00E-09,1.00E-08,3.70E-08,0.7866,0.7866,3.927955467,3.927955467,100,1,4.882197977,Baseline,3.927955467,100,1,4.882197977,Baseline,1,1
Allyl 3-chloro-2-hydroxypropyl ether,3/3/4638,150.6,U.S. EPA CompTox Dashboard,3.62E-05,U.S. EPA CompTox Dashboard,0.62,OPERA (0.39),16.08,OPERA (0.42),None,Sipes 2017,None,Sipes 2017,0.8,ACD/Labs Consensus logP,Penetrant,ACD/Labs,1,ACD/Labs GALAS,0,7.40E-08,9.04E-07,4.70E-06,0.928,0.928,3.792476999,3.792476999,100,1,4.746719509,Baseline,3.792476999,100,1,4.746719509,Baseline,1,1
Dichlorobenzyl alcohol,12041-76-8,177.02,U.S. EPA CompTox Dashboard,1.87E-06,U.S. EPA CompTox Dashboard,0.16,OPERA (0.64),61.49,OPERA (0.54),-0.4,ACD/Labs GALAS,#NV,ACD/Labs GALAS,1.92,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.59,ACD/Labs GALAS,0,0,0,3.00E-09,2.0592,1.859229359,3.004774443,3.004774443,100,1,3.959016953,Baseline,3.004774443,100,1,3.959016953,Baseline,1,1
Chlorocarbonic acid,463-73-0,80.47,U.S. EPA CompTox Dashboard,1.07E-06,U.S. EPA CompTox Dashboard,0.94,OPERA (0.7),0,OPERA (0.62),#NV,ACD/Labs GALAS,4.32,ACD/Labs GALAS,0.33,ACD/Labs Consensus logP,Weak penetrant,ACD/Labs,0,ACD/Labs GALAS,0,3.38E-06,5.84E-06,9.20E-06,0.4533,-0.5467,5.45443979,5.45443979,100,1,6.408682299,Baseline,5.45443979,100,1,6.408682299,Baseline,1,1
"Methanol, dichloro-",35911-93-4,100.93,U.S. EPA CompTox Dashboard,5.97E-07,U.S. EPA CompTox Dashboard,0.88,OPERA (0.63),1.3,OPERA (0.47),#NV,ACD/Labs GALAS,#NV,ACD/Labs GALAS,0.62,ACD/Labs Consensus logP,Penetrant,ACD/Labs,0.95,ACD/Labs GALAS,0,4.70E-08,3.78E-07,1.26E-06,0.7462,0.726203372,3.987215039,3.987215039,100,1,4.941457548,Baseline,3.987215039,100,1,4.941457548,Baseline,1,1
Diaminopropanol tetraacetic acid,3148-72-9,322.27,U.S. EPA CompTox Dashboard,9.87E-07,U.S. EPA CompTox Dashboard,0.95,OPERA (0.65),1.77,OPERA (0.61),9.8,ACD/Labs GALAS,#NV,ACD/Labs GALAS,-0.32,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,2.30E-08,1.64E-07,5.29E-07,-0.2032,-1.2032,6.402015889,6.402015889,100,1,7.356258398,Baseline,6.402015889,100,1,7.356258398,Baseline,1,1
Zoledronate,118072-93-8,272.09,U.S. EPA CompTox Dashboard,1.80E-07,Wambaugh 2014,0.78,Lombardo 2018,0,OPERA (0.38),6.67,Strope 2018,"0.66,1.42,7.48",Strope 2018,-3.39,ACD/Labs Consensus logP,Non-penetrant,ACD/Labs,0,ACD/Labs GALAS,0,1.52E-07,2.59E-07,4.09E-07,-3.3039,-4.3039,13.52391924,13.52391924,100,1,14.47816175,Baseline,13.52391924,100,1,14.47816175,Baseline,1,1
