Compound,CAS,log_Benchmark_concentration,Activity_level,Concentrations,Responses,Endpoint,Reference,Is_viability
Rotenone,83-79-4,0.970067797,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.688,3.543,11.709,-0.138,-7.171,16.69,-3.664,-18.643,-0.832,30.134,14.221,17.161,15.382,-4.786,8.8,11.978,10.042,36.297,37.467,21.399,22.556,44.564,23.382,16.371,20.42,41.868,25.348,41.803,26.032,18.966,46.938,41.474,49.859,59.473,49.345,68.37,76.476,71.695,57.32,93.479,77.655,80.001,87.451,98.332,102.053",TOX21_MMP_ratio_down,U.S. EPA ToxCast M4ID: 18618816,FALSE
Rotenone,83-79-4,0.760196229,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.64,1.057,6.709,14.537,-2.614,-7.724,-19.726,0.304,-6.173,25.425,14.249,15.638,13.869,-2.549,6.761,34.407,8.236,10.797,37.331,17.459,27.842,43.481,20.681,18.914,43.781,31.25,23,41.996,24.142,20.476,48.699,44.058,46.014,40.65,63.42,57.238,67.275,51.742,65.781,73.08,75.79,81.883,87.296,87.809,86.172",TOX21_MMP_rhodamine,U.S. EPA ToxCast M4ID: 18633238,FALSE
Rotenone,83-79-4,0.067442843,50,"0.02,0.07,0.2,0.6,2,6,20,50","4.408,-4.408,21.644,6.235,41.541,45.711,52.383,50.953",NVS_GPCR_h5HT6,U.S. EPA ToxCast M4ID: 30142961,FALSE
Rotenone,83-79-4,-1.505198854,50,none,none,NUMBER_OF_SPIKES,Kosnik et al.,FALSE
Rotenone,83-79-4,-2.910325388,50,none,none,MEAN_FIRING_RATE_HZ,Kosnik et al.,FALSE
Rotenone,83-79-4,-3.322547811,50,none,none,NUMBER_OF_BURSTS,Kosnik et al.,FALSE
Rotenone,83-79-4,-3.165686295,50,none,none,BURST_PERCENTAGE_AVG_(SEC),Kosnik et al.,FALSE
Rotenone,83-79-4,1.403118249,50,none,none,BURST_PERCENTAGE_STD_(SEC),Kosnik et al.,FALSE
Rotenone,83-79-4,-1.727010288,50,none,none,NUMBER_OF_SPIKES_PER_NETWORK_BURST_ AVG,Kosnik et al.,FALSE
Rotenone,83-79-4,1.099209621,50,none,none,NUMBER_OF_SPIKES_PER_NETWORK_BURST_ STD,Kosnik et al.,FALSE
Rotenone,83-79-4,-3.057795295,50,none,none,AREA_UNDER_CROSS_CORRELATION,Kosnik et al.,FALSE
Rotenone,83-79-4,1.541350643,50,none,none,FULL_WIDTH_AT_HALF_HEIGHT_OF_CROSS_CORRELATION,Kosnik et al.,FALSE
Rotenone,83-79-4,-3.519617695,50,none,none,SYNCHRONY_INDEX,Kosnik et al.,FALSE
Rotenone,83-79-4,-2.11375,25,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, -31.1, -77.7, -95.1, -99.0, -99.4, -99.6, -99.6, -99.3",cell viability,USEPA 91 neuron firing,TRUE
Rotenone,83-79-4,-1.906872308,16.5,"0.000245470891568503, 0.000489778819368446, 0.000977237220955811, 0.00194984459975804, 0.0038904514499428, 0.00776247116628693, 0.0154881661891248","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -20.22",NCC cell viability,UKonstanz 80 neuron NCC migration,TRUE
Rotenone,83-79-4,-1.909131156,40,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, -34.05, -67.88, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0",bursts per minute,USEPA 91 neuron firing,FALSE
Rotenone,83-79-4,-1.855510271,48.9,"0.000245470891568503, 0.000489778819368446, 0.000977237220955811, 0.00194984459975804, 0.0038904514499428, 0.00776247116628693, 0.0154881661891248","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -51.45",NCC migration,UKonstanz 80 neuron NCC migration,FALSE
Rotenone,83-79-4,-1.832,35,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -91.71, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0",percent spikes in network spike,USEPA 91 neuron firing,FALSE
Rotenone,83-79-4,-1.780528556,45,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -90.66, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0",mean correlation,USEPA 91 neuron firing,FALSE
Rotenone,83-79-4,-1.76327055,30,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -56.37, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0",percent spikes in burst,USEPA 91 neuron firing,FALSE
Rotenone,83-79-4,-1.76,5,"0.01, 0.1, 1.0, 10.0, 100.0","0.0, 20.83, 100.0, 100.0, 100.0",percent mortality Full 7d,UCSanDiego 80 planaria behavior/development,TRUE
Rotenone,83-79-4,-1.646156691,45,"3.01995172040202e-05, 0.0001, 0.000301995172040202, 0.001, 0.00301995172040202, 0.01, 0.0301995172040202, 0.1, 0.301995172040202, 1.0, 3.01995172040202, 10.0, 19.9526231496888","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -61.04, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0",mean firing rate,USEPA 91 neuron firing,FALSE
Famoxadone,131807-57-3,0.092720645,50,"0.006,0.006,0.02,0.02,0.1,0.1,0.4,0.4,2,2,6,6,30,30,100,100","-4.073,5.237,-0.219,3.749,-13.912,-6.561,30.324,18.874,72.077,62.482,77.575,91.975,96.802,102.708,100.651,112.959",ACEA_AR_agonist_AUC_viability,U.S. EPA ToxCast M4ID: 29812874,TRUE
Famoxadone,131807-57-3,0.029383778,50,"0.006,0.006,0.02,0.02,0.1,0.1,0.4,0.4,2,2,6,6,30,30,100,100","-1.06,-16.89,-17.262,0,-17.411,-19.911,45.592,26.864,62.537,57.97,77.708,82.349,85.353,89.387,96.09,97.66",ACEA_AR_antagonist_AUC_viability,U.S. EPA ToxCast M4ID: 29819111,TRUE
Famoxadone,131807-57-3,1.682208275,50,"0.006,0.006,0.02,0.02,0.1,0.1,0.4,0.4,2,2,6,6,30,30,100,100","0.357,-0.381,0,0.241,-3.134,7.244,13.772,5.834,20.446,21.691,7.377,7.545,28.149,32.608,92.763,94.936",ACEA_ER_AUC_viability,U.S. EPA ToxCast M4ID: 36448237,TRUE
Famoxadone,131807-57-3,2.208685847,50,"0.4,0.4,0.8,0.8,2,2,3,3,6,6,10,10,20,20,50,50,100,100,200,200","-0.0932,-0.108,-0.092,-0.085,-0.0511,-0.0738,-0.003,-0.0403,0.0801,0.0601,0.188,0.171,0.323,0.294,0.637,0.639,1.93,1.464,3.806,2.615",APR_HepG2_CellLoss_24h_dn,U.S. EPA ToxCast M4ID: 30166669,TRUE
Famoxadone,131807-57-3,1.065803713,50,"0.4,0.4,0.8,0.8,2,2,3,3,6,6,10,10,20,20,50,50,100,100,200,200","-0.19,-0.128,-0.172,-0.104,-0.115,-0.051,0.0385,-0.00761,0.153,0.198,0.385,0.421,0.641,0.786,0.926,1.404,1.692,0.951,0.483,0.923",APR_HepG2_CellLoss_72h_dn,U.S. EPA ToxCast M4ID: 30188513,TRUE
Famoxadone,131807-57-3,1.95058876,50,"0.4,0.8,2,3,6,10,20,50,100,200","-0.0616,-0.0714,-0.0787,-0.106,-0.0269,0.0923,0.229,0.746,1.799,2.685",APR_HepG2_MicrotubuleCSK_24h_up,U.S. EPA ToxCast M4ID: 30170405,TRUE
Famoxadone,131807-57-3,1,50,"1,4,10,40","0.044,0.075,0.404,0.845",BSK_3C_Proliferation_down,U.S. EPA ToxCast M4ID: 7400743,TRUE
Famoxadone,131807-57-3,1.602059991,50,"1,4,10,40","-0.002,0.04,0.078,0.526",BSK_3C_SRB_down,U.S. EPA ToxCast M4ID: 7403823,TRUE
Famoxadone,131807-57-3,1,50,"1,4,10,40","0,0,0.125,1",BSK_3C_Vis_down,U.S. EPA ToxCast M4ID: 7419223,TRUE
Famoxadone,131807-57-3,1,50,"1,4,10,40","0.049,0.048,0.085,0.355",BSK_4H_SRB_down,U.S. EPA ToxCast M4ID: 7431543,TRUE
Famoxadone,131807-57-3,1.602059991,50,"1,4,10,40","0.014,0.012,0.043,0.251",BSK_BE3C_SRB_down,U.S. EPA ToxCast M4ID: 7462343,TRUE
Famoxadone,131807-57-3,1,50,"1,4,10,40","0.034,0.024,0.228,0.476",BSK_CASM3C_Proliferation_down,U.S. EPA ToxCast M4ID: 7499303,TRUE
Famoxadone,131807-57-3,1.602059991,50,"1,4,10,40","-0.113,-0.004,-0.007,0.367",BSK_LPS_SRB_down,U.S. EPA ToxCast M4ID: 7607103,TRUE
Famoxadone,131807-57-3,0.602059991,50,"1,4,10,40","0.014,0.124,0.384,0.823",BSK_SAg_Proliferation_down,U.S. EPA ToxCast M4ID: 7644063,TRUE
Famoxadone,131807-57-3,1.602059991,50,"1,4,10,40","-0.014,-0.032,0.013,0.275",BSK_SAg_SRB_down,U.S. EPA ToxCast M4ID: 7647143,TRUE
Famoxadone,131807-57-3,1.474958884,50,"0.007,0.007,0.007,0.03,0.03,0.03,0.1,0.1,0.1,0.4,0.4,0.4,2,2,2,7,7,7,30,30,30,100,100,100","-0.000104,-2.513,0.538,-0.000521,-6.452,-0.872,-4.182,-1.652,-0.000729,5.081,-0.907,-0.000104,0.0111,10.811,8.391,0.844,20.132,7.164,20.193,43.859,37.374,60.432,62.376,51.255",NCCT_HEK293T_CellTiterGLO,U.S. EPA ToxCast M4ID: 9149703,TRUE
Famoxadone,131807-57-3,0.838408278,50,"0.001,0.001,0.001,0.01,0.01,0.01,0.1,0.1,0.1,1,1,1,10,10,10,100,100,100","4.103,8.399,3.894,2.398,4.079,2.247,10.322,2.764,5.641,18.068,23.839,10.422,37.622,40.986,37.334,58.51,59.383,58.329",NIS_HEK293T_CTG_Cytotoxicity,U.S. EPA ToxCast M4ID: 23191618,TRUE
Famoxadone,131807-57-3,0.536810866,50,"0.003,0.003,0.003,0.01,0.01,0.01,0.03,0.03,0.03,0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,10,10,10","-0.00168,-0.0327,0.0184,0.0186,-0.0654,-0.0292,0.0323,-0.0138,0.00889,0.0619,-0.00575,0.0254,-0.0383,0.0246,-0.024,-0.0757,-0.00726,0.000682,2.057,1.819,1.971,7.864,7.965,9.129",STM_H9_Viability_norm,U.S. EPA ToxCast M4ID: 36374287,TRUE
Famoxadone,131807-57-3,1.620968436,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.231,-2.939,-8.249,1.269,-5.538,1.523,-1.103,-7.061,1.521,-3.281,-0.535,1.123,-5.991,-2.43,-1.426,-8.878,-1.448,5.396,1.353,1.6,-10.557,-4.854,-2.004,-8.444,-9.729,-0.732,-8.023,-15.82,2.811,1.372,-9.929,-5.315,5.399,15.903,10.02,7.678,27.787,34.433,27.",TOX21_ARE_BLA_agonist_viability,U.S. EPA ToxCast M4ID: 18766436,TRUE
Famoxadone,131807-57-3,1.209809806,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-0.0401,36.37,-0.269,1.099,8.071,-1.859,6.553,-9.254,5.808,-1.401,-11.98,6.495,-2.212,3.778,1.158,-13.229,-0.538,-0.187,-0.314,3.59,-5.527,0.096,-0.511,-0.13,10.119,1.47,-4.756,15.042,7.207,13.234,25.525,20.737,9.153,31.686,29.618,17.165,47.326,27.885,46.",TOX21_AR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18191677,TRUE
Famoxadone,131807-57-3,1.491641793,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.312,-0.0115,-0.109,2.587,-0.0745,0.967,5.423,1.363,-4.076,1.698,1.14,-0.242,4.168,-2.359,0.97,-0.0635,2.26,-1.84,0.146,3.502,-3.957,0.358,1.679,1.753,1.762,3.278,5.028,-3.907,0.462,6.461,2.146,6.665,13.968,13.627,1.14,21.384,21.073,15.105,43.564,43.416,32.594,51.913,50.561,41.851",TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability,U.S. EPA ToxCast M4ID: 34607016,TRUE
Famoxadone,131807-57-3,1.379396175,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-4.063,0.388,-0.109,-1.029,-2.877,-2.126,0.0623,-0.287,0.958,1.669,0.213,-0.785,-3.875,-3.13,-0.416,-2.986,-0.606,-2.008,-0.675,-0.736,0,-0.622,-2.764,-3.838,-0.321,-3.368,-3.356,-4.311,-0.892,0.0662,-1.838,-0.288,-1.126,10.169,3.433,-0.699,21.961,19.913,",TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability,U.S. EPA ToxCast M4ID: 34549001,TRUE
Famoxadone,131807-57-3,1.626206876,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.043,-1.623,0.649,0.941,1.139,0.96,1.432,-0.708,0.771,-0.013,1.738,1.182,-0.398,0.125,0.947,4.3,2.436,0.219,3.358,-1.308,1.262,1.675,0.297,-7.862,2.656,0.225,-5.389,4.373,0.938,2.529,2.764,5.103,4.961,0.501,2.161,12.528,17.15,7.057,22.648,32.99,23.908,47.242,71.951,71.55,51.596",TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability,U.S. EPA ToxCast M4ID: 18244308,TRUE
Famoxadone,131807-57-3,1.814174319,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.766,-0.688,0.573,5.524,-0.919,-0.0526,2.635,2.335,2.107,6.31,9.505,2.171,-15.335,9.664,0.669,6.216,0.155,2.632,0.944,3.167,4.092,2.055,0.535,4.558,3.651,0.419,-1.098,0.631,1.469,4.078,2.513,18.168,18.095,5.78,13.657,1.01,6.542,11.465,-0.255,12.477,0.923,6.179,57.09,58.455,59.6",TOX21_Aromatase_Inhibition_viability,U.S. EPA ToxCast M4ID: 30035855,TRUE
Famoxadone,131807-57-3,1.604852196,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.375,-0.347,-1.864,-0.964,-0.968,-0.595,-1.634,-2.08,0.86,6.023,0.357,-4.96,-1.726,0.77,-1.176,-1.315,-3.515,-0.553,1.286,-0.193,0.81,-1.275,2.284,-2.161,-0.573,-0.13,-2.08,0.55,-0.841,-1.895,0.179,-1.669,-2.385,2.487,-0.711,-1.158,8.881,10.786,15.827,1",TOX21_CAR_Agonist_viabillity,U.S. EPA ToxCast M4ID: 34800401,TRUE
Famoxadone,131807-57-3,1.695385351,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.687,-0.179,0.868,-1.793,0,-2.576,-1.624,-1.503,0,-3.676,-0.308,1.384,1.359,-3.478,1.789,-1.48,-2.122,-3.44,-0.784,-5.298,-0.794,-2.163,0.623,-0.587,-2.683,0.0456,-3.854,0.333,-7.345,-0.818,0.246,-13.659,-1.388,-0.159,0,0.049,2.617,8.407,-2.547,14.313,16.037,15.102,41.435,38.819,38.306",TOX21_CAR_Antagonist_viability,U.S. EPA ToxCast M4ID: 34819739,TRUE
Famoxadone,131807-57-3,0.484299839,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","0.557,1.233,4.842,2.435,2.847,0.749,0.648,4.809,2.07,4.803,0.0226,1.443,3.633,1.51,0.779,2.075,3.58,3.802,3.327,0.133,1.205,3.486,1.062,5.221,5.046,3.913,-0.12,15.755,16.647,29.041,36.902,33.116,34.428,44.33,43.992,43.705,49.837,50.446,49.228,56.034,52.602,51.949,75.809,70.892,81.171",TOX21_CASP3_CHO_viability,U.S. EPA ToxCast M4ID: 35515952,TRUE
Famoxadone,131807-57-3,1.681214093,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.43,3.86,2.425,2.857,0.109,-0.247,0.812,8.377,2.365,1.366,0.884,7.796,4.776,4.973,0.161,2.553,-0.124,1.639,-0.183,-1.08,-5.228,-0.398,0.33,0.626,2.112,1.298,0.888,1.175,-0.229,0.68,0.239,0.858,-0.964,6.071,8.271,3.224,13.529,10.025,13.667,20.267,22.9,28.238,41.047,47.132,30.805",TOX21_CASP3_HEPG2_viability,U.S. EPA ToxCast M4ID: 35500402,TRUE
Famoxadone,131807-57-3,1.595021987,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-2.214,8.038,-1.334,-2.7,1.539,-1.524,0.564,7.717,0.0351,-0.507,3.762,-0.00908,-0.776,0.321,-2.899,-2.002,0.186,0.269,-4.516,0.408,-1.221,-2.883,-3.553,0.645,0.0836,-2.673,-1.184,2.558,0.557,0.786,13.197,13.636,7.804,18.203,12.459,16.086,15.515,18.972,14.",TOX21_ERR_viability,U.S. EPA ToxCast M4ID: 34868087,TRUE
Famoxadone,131807-57-3,1.442370006,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.328,-3.684,1.018,1.728,3.987,0.258,-1.656,-2.264,2.817,-0.894,1.274,0.772,-1.015,2.8,-1.989,-1.391,0.498,-0.121,-1.893,-0.334,-1.578,-1.345,1.552,-1.507,0.12,-2.162,-0.721,5.439,1.547,0.392,-1.265,6.032,6.25,12.355,9.882,9.397,30.204,20.298,9.139,20.87",TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability,U.S. EPA ToxCast M4ID: 35428927,TRUE
Famoxadone,131807-57-3,1.472068638,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-3.754,-7.688,-5.332,-1.267,-3.293,1.116,-3.791,-4.573,-1.21,1.275,0.913,-0.485,-5.233,-1.422,-1.016,-0.53,-0.0336,1.673,0.337,-2.756,-6.576,2.762,1.238,-0.489,-3.631,-1.645,-1.458,-3.507,0.768,-0.166,-2.13,-1.2,2.076,8.544,1.884,3.134,19.212,27.904,-3.18",TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability,U.S. EPA ToxCast M4ID: 34839077,TRUE
Famoxadone,131807-57-3,1.66911224,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.635,2.637,-0.387,1.324,3.338,1.515,-2.272,1.691,0.951,-0.173,1.397,6.497,2.357,10.041,1.313,3.125,1.452,-0.521,-0.101,7.628,7.098,0.0276,6.047,9.291,6.626,0.0577,6.341,6.994,5.902,0.923,0.599,-0.311,8.27,-0.459,5.442,20.587,13.61,15.741,5.677,16.367,22.439,10.252,34.975,41.736,41.616",TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability,U.S. EPA ToxCast M4ID: 18523220,TRUE
Famoxadone,131807-57-3,0.799960527,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.007,0.158,1.97,-0.289,2.324,-7.555,-1.844,4.21,0.662,0.423,1.058,1.164,-15.691,2.067,-0.637,-4.755,-3.936,4.823,3.318,-6.588,2.486,-4.012,-1.266,7.175,1.614,-2.996,6.251,2.01,-0.923,-0.52,-1.228,2.773,4.487,11.31,19.212,19.282,26.07,21.554,23.674,11.993,16.72,18.507,27.759,25.493,24.654",TOX21_ERb_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 35283886,TRUE
Famoxadone,131807-57-3,1.505543379,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","4.205,0,-11.628,-1.268,0.0253,12.433,-0.939,-12.31,-3.625,2.037,1.705,-0.0674,-5.423,4.932,-1.165,-7.407,10.977,5.839,-7.809,8.125,9.79,12.933,12.752,-1.218,-8.252,-0.377,-5.819,-5.699,4.874,-11.116,-11.267,-3.427,8.854,-7.698,-8.191,-0.00367,-0.967,1.86,18.983,29.359,9.693,41.63,72.853,90.958,58.258",TOX21_FXR_BLA_agonist_viability,U.S. EPA ToxCast M4ID: 18885120,TRUE
Famoxadone,131807-57-3,1.669075022,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,7,7,7,20,20,20,30,30,30,80,80,80","1.678,13.12,-2.09,-3.102,3.883,1.318,3.801,4.233,1.447,2.932,1.512,6.236,8.376,0.258,7.318,-5.698,-3.126,1.667,-1.097,-9.27,6.183,0.655,0.75,-4.002,-6.918,-3.778,10.888,2.642,-7.397,8.999,1.73,12.584,39.296,11.181,-12.48,42.402,0.764,17.215,25.048,-1.014,64.667,88.523,80.233,90.589",TOX21_FXR_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 18899972,TRUE
Famoxadone,131807-57-3,1.343940058,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","1.619,18.998,-0.117,1.351,-5.281,19.088,3.376,-10.88,1.508,29.542,2.175,1.214,-1.882,7.214,1.155,3.756,17.235,-0.203,1.445,14.476,6.381,-8.77,23.183,-10.522,-1.879,-10.588,0,1.113,-6.496,13.554,-6.602,-5.337,4.762,4.523,0.259,0.596,36.002,28.928,21.386,45.615,55.522,35.551,60.568,61.353,72.985",TOX21_GR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18568434,TRUE
Famoxadone,131807-57-3,1.9005146,50,"0.002,0.002,0.002,0.004,0.004,0.004,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.2,0.2,0.2,0.6,0.6,0.6,1,1,1,3,3,3,6,6,6,10,10,10,30,30,30,70,70,70,200,200,200","-3.235,-3.438,-2.678,1.334,-2.947,-1.081,2.437,-0.571,-7.349,-2.376,-1.584,-0.0688,-2.054,-5.084,-2.537,-1.908,-1.171,-4.393,0.604,-3.525,-1.29,-2.242,-1.372,-0.601,0.406,-3.911,-1.268,0.571,17.413,0.375,13.078,25.933,4.045,31.54,0.992,20.099,18.255,25.57",TOX21_H2AX_HTRF_CHO_viability,U.S. EPA ToxCast M4ID: 34877756,TRUE
Famoxadone,131807-57-3,1.409273577,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","1.634,4.029,2.12,0.309,-0.667,2.022,-5.227,0.167,-0.374,-4.4,0.417,-0.39,-0.304,0.319,0.477,0.47,3.417,-1.805,-0.216,3.011,0.46,-0.594,7.501,-2.804,0.749,-6.061,4.908,-3.203,-4.78,-1.493,-14.349,-8.608,-8.346,-12.195,-7.393,-7.437,-4.739,10.928,15.624,51.039,55.792,50.179,68.909,73.268,70.066",TOX21_HRE_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 34935773,TRUE
